ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
53,hfc,256,64,0.02,-37,2.5,,0.8353,0.9194,0.9014,0.9103,,0.8687,0.9396,0.9166,0.9279,,0.8788,0.9437,0.9240,0.9331,,0.7895,0.8865,0.8782,,0.8157,0.9227,0.8756,,0.9011,0.9469,0.9490,,2.59,4.93,6.91,0.9307,4.9680,1.0727,1.3428,1.0491,2.6905,6.9811,0.9481,,./results/res_hfc_256_64_-37.0_2.5_0.02.log
54,hfc,256,64,0.02,-37,2.6,,0.8338,0.9239,0.8953,0.9094,,0.8675,0.9426,0.9123,0.9272,,0.8780,0.9459,0.9205,0.9325,,0.7789,0.8852,0.8665,,0.8205,0.9313,0.8733,,0.9025,0.9530,0.9446,,2.54,4.85,6.82,0.9294,4.8779,1.0684,1.3247,1.0393,2.6170,6.8905,0.9500,,./results/res_hfc_256_64_-37.0_2.6_0.02.log
55,hfc,256,64,0.02,-38,2.65,,0.8358,0.9247,0.8968,0.9106,,0.8704,0.9439,0.9141,0.9287,,0.8836,0.9487,0.9238,0.9355,,0.7773,0.8831,0.8665,,0.8170,0.9269,0.8733,,0.9145,0.9618,0.9490,,2.50,4.80,6.78,0.9303,4.8337,1.0565,1.3219,1.0387,2.5887,6.8147,0.9502,,./results/res_hfc_256_64_-38.0_2.65_0.02.log
56,hfc,256,64,0.02,-38,2.6,,0.8315,0.9210,0.8953,0.9080,,0.8667,0.9405,0.9130,0.9266,,0.8777,0.9443,0.9214,0.9322,,0.7794,0.8833,0.8689,,0.8133,0.9245,0.8711,,0.9025,0.9530,0.9446,,2.54,4.85,6.82,0.9294,4.8779,1.0682,1.3224,1.0384,2.6185,6.8913,0.9502,,./results/res_hfc_256_64_-38.0_2.6_0.02.log
57,hfc,256,64,0.02,-38,2.7,,0.8391,0.9304,0.8953,0.9125,,0.8725,0.9478,0.9130,0.9301,,0.8853,0.9517,0.9229,0.9365,,0.7818,0.8913,0.8642,,0.8201,0.9333,0.8711,,0.9165,0.9640,0.9490,,2.45,4.76,6.76,0.9302,4.7850,1.0529,1.3150,1.0357,2.5442,6.7559,0.9492,,./results/res_hfc_256_64_-38.0_2.7_0.02.log
58,hfc,256,64,0.02,-38,2.75,,0.8326,0.9305,0.8878,0.9087,,0.8672,0.9478,0.9069,0.9269,,0.8794,0.9516,0.9162,0.9331,,0.7712,0.8900,0.8525,,0.8180,0.9332,0.8689,,0.9099,0.9658,0.9401,,2.47,4.71,6.66,0.9279,4.7299,1.0543,1.2819,1.0247,2.4874,6.7046,0.9494,,./results/res_hfc_256_64_-38.0_2.75_0.02.log
59,hfc,256,64,0.02,-40,2.75,,0.8287,0.9248,0.8886,0.9063,,0.8654,0.9438,0.9081,0.9256,,0.8767,0.9469,0.9174,0.9315,,0.7780,0.8889,0.8618,,0.8129,0.9265,0.8689,,0.8957,0.9568,0.9335,,2.47,4.71,6.66,0.9280,4.7275,1.0478,1.2751,1.0230,2.4996,6.6908,0.9490,,./results/res_hfc_256_64_-40.0_2.75_0.02.log
60,hfc,256,64,0.02,-40,2.8,,0.8293,0.9289,0.8855,0.9067,,0.8657,0.9466,0.9060,0.9258,,0.8783,0.9504,0.9157,0.9323,,0.7787,0.8949,0.8571,,0.8142,0.9308,0.8667,,0.8955,0.9589,0.9313,,2.40,4.66,6.57,0.9269,4.6709,1.0406,1.2320,1.0070,2.4660,6.6283,0.9516,,./results/res_hfc_256_64_-40.0_2.8_0.02.log
61,hfc,256,64,0.02,-40,2.85,,0.8311,0.9311,0.8855,0.9078,,0.8669,0.9481,0.9060,0.9265,,0.8836,0.9546,0.9173,0.9352,,0.7787,0.8949,0.8571,,0.8159,0.9330,0.8667,,0.8994,0.9633,0.9313,,2.80,4.62,6.57,0.9286,4.6260,1.0172,1.3267,1.0265,2.4504,6.5192,0.9483,,./results/res_hfc_256_64_-40.0_2.85_0.02.log
62,hfc,256,64,0.02,-40,3,,0.8317,0.9403,0.8780,0.9081,,0.8670,0.9545,0.9006,0.9266,,0.8837,0.9630,0.9098,0.9353,,0.7816,0.9012,0.8548,,0.8186,0.9417,0.8622,,0.8959,0.9764,0.9157,,2.18,4.46,6.36,0.9305,4.4586,0.9789,1.2727,1.0051,2.3653,6.2808,0.9419,,./results/res_hfc_256_64_-40.0_3.0_0.02.log
63,hfc,256,64,0.02,-42,3,,0.8290,0.9351,0.8795,0.9065,,0.8660,0.9508,0.9023,0.9258,,0.8818,0.9585,0.9115,0.9341,,0.7825,0.8973,0.8595,,0.8155,0.9351,0.8644,,0.8898,0.9717,0.9135,,2.18,4.47,6.37,0.9315,4.4570,0.9784,1.2689,0.9995,2.3647,6.2784,0.9428,,./results/res_hfc_256_64_-42.0_3.0_0.02.log
64,hfc,256,64,0.02,-36,2.65,,0.8386,0.9290,0.8961,0.9122,,0.8715,0.9469,0.9128,0.9295,,0.8840,0.9511,0.9225,0.9360,,0.7764,0.8867,0.8618,,0.8260,0.9359,0.8756,,0.9145,0.9618,0.9490,,2.50,4.80,6.78,0.9303,4.8345,1.0582,1.3253,1.0398,2.5855,6.8182,0.9501,,./results/res_hfc_256_64_-36.0_2.65_0.02.log
65,hfc,256,64,0.02,-35,2.65,,0.8411,0.9312,0.8968,0.9137,,0.8732,0.9485,0.9134,0.9306,,0.8883,0.9538,0.9245,0.9383,,0.7759,0.8886,0.8595,,0.8260,0.9359,0.8756,,0.9227,0.9663,0.9534,,2.50,4.80,6.78,0.9303,4.8357,1.0566,1.3258,1.0394,2.5903,6.8165,0.9501,,./results/res_hfc_256_64_-35.0_2.65_0.02.log
66,hfc,256,64,0.02,-35,2.5,,0.8382,0.9229,0.9014,0.9120,,0.8707,0.9420,0.9166,0.9291,,0.8831,0.9471,0.9256,0.9355,,0.7886,0.8902,0.8735,,0.8174,0.9249,0.8756,,0.9091,0.9513,0.9534,,2.59,4.93,6.91,0.9307,4.9698,1.0693,1.3446,1.0490,2.6971,6.9744,0.9481,,./results/res_hfc_256_64_-35.0_2.5_0.02.log
67,hfc,256,64,0.02,-35,2.6,,0.8367,0.9275,0.8953,0.9111,,0.8695,0.9451,0.9123,0.9284,,0.8823,0.9493,0.9221,0.9349,,0.7780,0.8889,0.8618,,0.8222,0.9335,0.8733,,0.9106,0.9575,0.9490,,2.54,4.85,6.82,0.9294,4.8799,1.0668,1.3263,1.0392,2.6203,6.8877,0.9500,,./results/res_hfc_256_64_-35.0_2.6_0.02.log
68,hfc,256,64,0.02,-34,2.65,,0.8398,0.9345,0.8923,0.9129,,0.8722,0.9507,0.9101,0.9300,,0.8857,0.9555,0.9204,0.9368,,0.7707,0.8919,0.8501,,0.8270,0.9423,0.8711,,0.9227,0.9663,0.9534,,2.50,4.79,6.76,0.9300,4.8324,1.0514,1.2915,1.0314,2.6018,6.8073,0.9510,,./results/res_hfc_256_64_-34.0_2.65_0.02.log
69,hfc,256,64,0.02,-34,2.6,,0.8367,0.9315,0.8916,0.9111,,0.8693,0.9478,0.9096,0.9283,,0.8805,0.9514,0.9184,0.9339,,0.7728,0.8922,0.8525,,0.8232,0.9399,0.8689,,0.9147,0.9597,0.9512,,2.54,4.84,6.82,0.9307,4.8767,1.0699,1.2927,1.0314,2.6160,6.8955,0.9510,,./results/res_hfc_256_64_-34.0_2.6_0.02.log
70,hfc,256,64,0.02,-33,2.6,,0.8377,0.9344,0.8901,0.9117,,0.8692,0.9498,0.9078,0.9283,,0.8801,0.9529,0.9167,0.9337,,0.7714,0.8980,0.8454,,0.8232,0.9399,0.8689,,0.9188,0.9620,0.9534,,2.54,4.84,6.82,0.9323,4.8755,1.0678,1.2751,1.0215,2.6184,6.8896,0.9527,,./results/res_hfc_256_64_-33.0_2.6_0.02.log
71,hfc,512,64,0.02,-35,2.65,,0.8288,0.9534,0.8637,0.9064,,0.8645,0.9644,0.8896,0.9251,,0.8782,0.9709,0.8976,0.9322,,0.7778,0.9177,0.8361,,0.8158,0.9573,0.8467,,0.8930,0.9832,0.9069,,3.12,5.34,7.33,0.9311,5.3638,0.9915,1.2577,1.0113,3.2641,7.2302,0.9474,,./results/res_hfc_512_64_-35.0_2.65_0.02.log
72,hfc,512,64,0.02,-35,2.5,,0.8388,0.9495,0.8780,0.9124,,0.8725,0.9617,0.9006,0.9300,,0.8823,0.9626,0.9098,0.9348,,0.7908,0.9190,0.8501,,0.8149,0.9504,0.8511,,0.9111,0.9767,0.9313,,3.27,5.53,7.54,0.9340,5.5656,1.0004,1.1917,1.0015,3.4295,7.4310,0.9446,,./results/res_hfc_512_64_-35.0_2.5_0.02.log
73,hfc,512,64,0.02,-35,2.4,,0.8465,0.9470,0.8886,0.9169,,0.8795,0.9609,0.9088,0.9340,,0.8895,0.9624,0.9183,0.9392,,0.8039,0.9202,0.8642,,0.8178,0.9461,0.8578,,0.9179,0.9725,0.9424,,3.53,5.65,7.70,0.9347,5.6872,1.0513,1.2048,1.0060,3.4614,7.6668,0.9417,,./results/res_hfc_512_64_-35.0_2.4_0.02.log
74,hfc,512,64,0.02,-35,2.3,,0.8507,0.9430,0.8968,0.9193,,0.8826,0.9582,0.9148,0.9360,,0.8905,0.9604,0.9215,0.9400,,0.8074,0.9142,0.8735,,0.8211,0.9398,0.8667,,0.9244,0.9727,0.9490,,3.81,5.76,7.77,0.9320,5.8041,1.0752,1.2069,1.0086,3.5253,7.8260,0.9449,,./results/res_hfc_512_64_-35.0_2.3_0.02.log
75,hfc,512,64,0.02,-35,2.2,,0.8555,0.9398,0.9051,0.9221,,0.8861,0.9561,0.9207,0.9381,,0.8934,0.9588,0.9263,0.9416,,0.8086,0.9082,0.8806,,0.8201,0.9333,0.8711,,0.9394,0.9753,0.9623,,3.91,5.87,7.88,0.9318,5.9188,1.0987,1.2258,1.0178,3.5865,7.9815,0.9484,,./results/res_hfc_512_64_-35.0_2.2_0.02.log
76,hfc,512,64,0.02,-35,2.1,,0.8549,0.9343,0.9096,0.9218,,0.8858,0.9524,0.9239,0.9379,,0.8918,0.9545,0.9289,0.9407,,0.8129,0.9087,0.8852,,0.8154,0.9247,0.8733,,0.9378,0.9668,0.9690,,3.61,5.98,8.04,0.9338,6.0400,1.1257,1.2625,1.0314,3.6336,8.1365,0.9477,,./results/res_hfc_512_64_-35.0_2.1_0.02.log
77,hfc,512,64,0.02,-35,2.15,,0.8579,0.9386,0.9089,0.9235,,0.8878,0.9553,0.9234,0.9391,,0.8934,0.9567,0.9284,0.9417,,0.8129,0.9087,0.8852,,0.8205,0.9313,0.8733,,0.9417,0.9732,0.9667,,3.53,5.92,7.95,0.9345,5.9758,1.1124,1.2305,1.0195,3.6125,8.0620,0.9513,,./results/res_hfc_512_64_-35.0_2.15_0.02.log
78,hfc,512,64,0.02,-36,2.15,,0.8522,0.9334,0.9074,0.9202,,0.8832,0.9509,0.9223,0.9364,,0.8857,0.9501,0.9260,0.9373,,0.8137,0.9048,0.8899,,0.8187,0.9291,0.8733,,0.9251,0.9643,0.9579,,3.53,5.92,7.95,0.9344,5.9730,1.1099,1.2302,1.0196,3.6136,8.0534,0.9499,,./results/res_hfc_512_64_-36.0_2.15_0.02.log
79,hfc,512,64,0.02,-37,2.15,,0.8531,0.9321,0.9096,0.9207,,0.8838,0.9501,0.9239,0.9368,,0.8877,0.9496,0.9289,0.9384,,0.8184,0.9033,0.8970,,0.8187,0.9291,0.8733,,0.9231,0.9621,0.9579,,3.53,5.92,7.99,0.9354,5.9744,1.1102,1.2298,1.0209,3.6146,8.0553,0.9499,,./results/res_hfc_512_64_-37.0_2.15_0.02.log
80,hfc,512,64,0.02,-37,2.2,,0.8514,0.9340,0.9059,0.9197,,0.8826,0.9513,0.9212,0.9360,,0.8880,0.9520,0.9267,0.9385,,0.8141,0.9028,0.8923,,0.8184,0.9311,0.8711,,0.9227,0.9663,0.9534,,3.91,5.87,7.88,0.9318,5.9175,1.0971,1.2251,1.0191,3.5875,7.9760,0.9470,,./results/res_hfc_512_64_-37.0_2.2_0.02.log
81,hfc,512,64,0.02,-37,2.3,,0.8466,0.9371,0.8976,0.9169,,0.8791,0.9533,0.9153,0.9339,,0.8851,0.9535,0.9219,0.9369,,0.8129,0.9087,0.8852,,0.8193,0.9375,0.8667,,0.9079,0.9636,0.9401,,3.81,5.76,7.77,0.9320,5.8027,1.0718,1.2061,1.0099,3.5293,7.8165,0.9448,,./results/res_hfc_512_64_-37.0_2.3_0.02.log
82,hfc,512,64,0.02,-34,2.15,,0.8582,0.9414,0.9066,0.9237,,0.8872,0.9573,0.9211,0.9388,,0.8926,0.9582,0.9263,0.9412,,0.8099,0.9124,0.8782,,0.8201,0.9333,0.8711,,0.9459,0.9754,0.9690,,3.53,5.91,7.93,0.9336,5.9694,1.1091,1.1918,1.0091,3.6170,8.0533,0.9522,,./results/res_hfc_512_64_-34.0_2.15_0.02.log
83,hfc,512,64,0.02,-34,2.1,,0.8559,0.9371,0.9081,0.9224,,0.8857,0.9543,0.9222,0.9379,,0.8913,0.9560,0.9272,0.9405,,0.8099,0.9124,0.8782,,0.8170,0.9269,0.8733,,0.9419,0.9690,0.9712,,3.61,5.97,7.99,0.9320,6.0377,1.1258,1.2526,1.0288,3.6328,8.1362,0.9481,,./results/res_hfc_512_64_-34.0_2.1_0.02.log
84,hfc,512,64,0.02,-33,2.1,,0.8557,0.9384,0.9066,0.9223,,0.8855,0.9552,0.9211,0.9378,,0.8898,0.9566,0.9248,0.9396,,0.8056,0.9120,0.8735,,0.8170,0.9269,0.8733,,0.9460,0.9733,0.9712,,3.61,5.97,7.99,0.9319,6.0388,1.1285,1.2547,1.0295,3.6270,8.1412,0.9481,,./results/res_hfc_512_64_-33.0_2.1_0.02.log
85,hfc,512,64,0.02,-33,2,,0.8549,0.9343,0.9096,0.9218,,0.8851,0.9524,0.9232,0.9376,,0.8892,0.9543,0.9265,0.9394,,0.8078,0.9122,0.8759,,0.8257,0.9256,0.8844,,0.9316,0.9625,0.9667,,3.70,6.08,8.18,0.9354,6.1478,1.1497,1.2731,1.0361,3.7079,8.3065,0.9481,,./results/res_hfc_512_64_-33.0_2.0_0.02.log
86,hfc,512,64,0.02,-33,1.8,,0.8467,0.9191,0.9149,0.9170,,0.8783,0.9422,0.9256,0.9336,,0.8780,0.9421,0.9264,0.9329,,0.8176,0.9071,0.8923,,0.8139,0.9108,0.8844,,0.9083,0.9376,0.9667,,3.88,6.28,8.42,0.9374,6.3567,1.1838,1.3244,1.0565,3.8482,8.5832,0.9500,,./results/res_hfc_512_64_-33.0_1.8_0.02.log
87,hfc,512,64,0.02,-31,1.9,,0.8528,0.9341,0.9074,0.9206,,0.8806,0.9524,0.9188,0.9353,,0.8796,0.9503,0.9204,0.9339,,0.7996,0.9093,0.8689,,0.8246,0.9316,0.8778,,0.9340,0.9585,0.9734,,3.78,6.18,8.24,0.9353,6.2495,1.1711,1.2951,1.0467,3.7697,8.4540,0.9501,,./results/res_hfc_512_64_-31.0_1.9_0.02.log
88,hfc,512,64,0.02,-31,1.8,,0.8516,0.9280,0.9119,0.9199,,0.8807,0.9483,0.9227,0.9352,,0.8797,0.9471,0.9238,0.9339,,0.8043,0.9078,0.8759,,0.8237,0.9254,0.8822,,0.9263,0.9483,0.9756,,3.88,6.28,8.42,0.9372,6.3616,1.1903,1.3328,1.0595,3.8414,8.6024,0.9516,,./results/res_hfc_512_64_-31.0_1.8_0.02.log
89,hfc,1024,64,0.02,-35,2.15,,0.8322,0.9590,0.8630,0.9084,,0.8691,0.9698,0.8898,0.9276,,0.8720,0.9720,0.8903,0.9285,,0.8000,0.9286,0.8525,,0.8026,0.9590,0.8311,,0.8947,0.9879,0.9047,,4.13,6.38,8.45,0.9372,6.4166,1.1307,1.2324,1.0137,4.0173,8.5399,0.9483,,./results/res_hfc_1024_64_-35.0_2.15_0.02.log
90,hfc,1024,64,0.02,-35,2,,0.8308,0.9498,0.8690,0.9076,,0.8692,0.9632,0.8948,0.9275,,0.8699,0.9634,0.8946,0.9272,,0.8017,0.9200,0.8618,,0.8051,0.9567,0.8356,,0.8855,0.9716,0.9091,,4.32,6.58,8.80,0.9411,6.6306,1.1632,1.2865,1.0325,4.1684,8.8212,0.9532,,./results/res_hfc_1024_64_-35.0_2.0_0.02.log
91,hfc,1024,64,0.02,-35,1.8,,0.8331,0.9448,0.8758,0.9089,,0.8709,0.9598,0.8996,0.9286,,0.8720,0.9567,0.9031,0.9287,,0.8083,0.9206,0.8689,,0.8060,0.9521,0.8400,,0.8846,0.9606,0.9180,,4.70,6.87,9.06,0.9398,6.9276,1.1604,1.2863,1.0365,4.4606,9.1022,0.9476,,./results/res_hfc_1024_64_-35.0_1.8_0.02.log
92,hfc,1024,64,0.02,-35,1.7,,0.8427,0.9432,0.8878,0.9147,,0.8778,0.9589,0.9083,0.9329,,0.8789,0.9563,0.9116,0.9330,,0.8148,0.9212,0.8759,,0.8114,0.9457,0.8511,,0.9017,0.9613,0.9357,,4.93,7.03,9.24,0.9406,7.0868,1.1784,1.3163,1.0529,4.5787,9.2923,0.9481,,./results/res_hfc_1024_64_-35.0_1.7_0.02.log
93,hfc,1024,64,0.02,-35,1.6,,0.8492,0.9436,0.8946,0.9184,,0.8823,0.9593,0.9131,0.9357,,0.8784,0.9560,0.9109,0.9325,,0.8105,0.9208,0.8712,,0.8199,0.9462,0.8600,,0.9167,0.9619,0.9512,,5.03,7.17,9.39,0.9402,7.2389,1.2003,1.3270,1.0547,4.6843,9.4857,0.9513,,./results/res_hfc_1024_64_-35.0_1.6_0.02.log
94,hfc,1024,64,0.02,-35,1.65,,0.8492,0.9436,0.8946,0.9184,,0.8823,0.9593,0.9131,0.9357,,0.8811,0.9564,0.9140,0.9343,,0.8148,0.9212,0.8759,,0.8178,0.9461,0.8578,,0.9145,0.9618,0.9490,,4.97,7.10,9.32,0.9394,7.1624,1.2015,1.3230,1.0546,4.6021,9.4081,0.9480,,./results/res_hfc_1024_64_-35.0_1.65_0.02.log
95,hfc,1024,64,0.02,-36,1.65,,0.8475,0.9407,0.8953,0.9174,,0.8827,0.9572,0.9151,0.9356,,0.8819,0.9547,0.9161,0.9346,,0.8214,0.9218,0.8829,,0.8143,0.9415,0.8578,,0.9064,0.9573,0.9446,,4.97,7.11,9.33,0.9403,7.1648,1.2039,1.3191,1.0532,4.5989,9.4147,0.9492,,./results/res_hfc_1024_64_-36.0_1.65_0.02.log
96,hfc,1024,64,0.02,-37,1.65,,0.8497,0.9401,0.8983,0.9188,,0.8850,0.9568,0.9180,0.9370,,0.8841,0.9544,0.9186,0.9358,,0.8239,0.9199,0.8876,,0.8186,0.9417,0.8622,,0.9064,0.9573,0.9446,,4.97,7.10,9.31,0.9371,7.1600,1.1947,1.3370,1.0577,4.6129,9.3918,0.9489,,./results/res_hfc_1024_64_-37.0_1.65_0.02.log
97,hfc,1024,64,0.02,-38,1.65,,0.8466,0.9371,0.8976,0.9169,,0.8829,0.9547,0.9174,0.9357,,0.8802,0.9501,0.9182,0.9334,,0.8261,0.9201,0.8899,,0.8207,0.9419,0.8644,,0.8924,0.9484,0.9379,,4.97,7.11,9.32,0.9379,7.1637,1.2009,1.3571,1.0643,4.6036,9.4073,0.9483,,./results/res_hfc_1024_64_-38.0_1.65_0.02.log
98,hfc,1024,64,0.02,-39,1.7,,0.8401,0.9374,0.8901,0.9131,,0.8784,0.9547,0.9120,0.9328,,0.8766,0.9501,0.9138,0.9312,,0.8239,0.9199,0.8876,,0.8161,0.9438,0.8578,,0.8797,0.9477,0.9246,,4.93,7.03,9.24,0.9391,7.0855,1.1757,1.3482,1.0605,4.5820,9.2847,0.9489,,./results/res_hfc_1024_64_-39.0_1.7_0.02.log
99,hfc,1024,64,0.02,-34,1.6,,0.8503,0.9458,0.8938,0.9191,,0.8830,0.9609,0.9126,0.9361,,0.8790,0.9572,0.9105,0.9328,,0.8057,0.9225,0.8642,,0.8199,0.9462,0.8600,,0.9249,0.9664,0.9557,,5.03,7.18,9.39,0.9402,7.2420,1.2029,1.3312,1.0563,4.6807,9.4922,0.9513,,./results/res_hfc_1024_64_-34.0_1.6_0.02.log
100,hfc,1024,64,0.02,-32,1.5,,0.8415,0.9417,0.8878,0.9140,,0.8710,0.9574,0.9034,0.9296,,0.8627,0.9511,0.8982,0.9230,,0.7804,0.9158,0.8407,,0.8097,0.9433,0.8511,,0.9338,0.9626,0.9690,,5.15,7.34,9.63,0.9389,7.4145,1.2488,1.4450,1.0862,4.7593,9.7543,0.9506,,./results/res_hfc_1024_64_-32.0_1.5_0.02.log
101,hfc,1024,64,0.02,-32,1.3,,0.8476,0.9310,0.9044,0.9175,,0.8763,0.9503,0.9159,0.9327,,0.8628,0.9414,0.9070,0.9229,,0.8004,0.9156,0.8642,,0.8163,0.9310,0.8689,,0.9245,0.9443,0.9778,,5.43,7.63,9.96,0.9367,7.7193,1.2758,1.5029,1.1030,5.0101,10.1132,0.9512,,./results/res_hfc_1024_64_-32.0_1.3_0.02.log
102,hfc,2048,64,0.02,-37,1.5,,0.8221,0.9539,0.8562,0.9024,,0.8651,0.9658,0.8877,0.9244,,0.8588,0.9640,0.8803,0.9188,,0.7797,0.9291,0.8290,,0.8090,0.9593,0.8378,,0.8769,0.9713,0.9002,,5.98,7.73,9.98,0.9349,7.7719,1.2311,1.4337,1.0809,5.1602,10.0847,0.9511,,./results/res_hfc_2048_64_-37.0_1.5_0.02.log
103,hfc,2048,64,0.02,-37,1,,0.8506,0.9169,0.9217,0.9193,,0.8864,0.9413,0.9347,0.9378,,0.8744,0.9323,0.9274,0.9293,,0.8239,0.9199,0.8876,,0.8337,0.9165,0.9022,,0.8923,0.9146,0.9734,,6.93,9.00,12.05,0.9240,9.0437,1.4710,2.5836,1.5619,5.8975,11.7815,0.9163,,./results/res_hfc_2048_64_-37.0_1.0_0.02.log
104,hfc,2048,64,0.02,-37,1.1,,0.8393,0.9250,0.9006,0.9126,,0.8775,0.9464,0.9189,0.9324,,0.8610,0.9326,0.9083,0.9199,,0.8100,0.9229,0.8689,,0.8246,0.9316,0.8778,,0.8811,0.9208,0.9534,,6.68,8.62,11.24,0.9264,8.6664,1.3660,1.9033,1.2979,5.7590,11.2230,0.9317,,./results/res_hfc_2048_64_-37.0_1.1_0.02.log
105,hfc,2048,64,0.02,-37,0.9,,0.8496,0.9105,0.9270,0.9187,,0.8859,0.9372,0.9385,0.9375,,0.8758,0.9278,0.9351,0.9305,,0.8487,0.9303,0.9063,,0.8222,0.9004,0.9044,,0.8775,0.9029,0.9690,,4.67,9.87,14.94,0.9716,9.9414,2.4984,3.5694,1.8659,4.8793,14.8729,0.9780,,./results/res_hfc_2048_64_-37.0_0.9_0.02.log
106,hfc,2048,64,0.02,-25,0.75,,0.8355,0.9523,0.8720,0.9104,,0.8408,0.9658,0.8674,0.9135,,0.8385,0.9618,0.8668,0.9089,,0.7432,0.9618,0.7658,,0.7967,0.9231,0.8533,,0.9634,0.9717,0.9911,,8.94,11.78,14.64,0.9085,11.9305,1.4043,2.5475,1.5595,9.1644,14.7816,0.9284,,./results/res_hfc_2048_64_-25.0_0.75_0.02.log
107,hfc,2048,64,0.02,-27,0.3,,0.7670,0.8473,0.8901,0.8682,,0.7886,0.8983,0.8747,0.8811,,0.7841,0.8970,0.8691,0.8742,,0.7209,0.8811,0.7986,,0.7200,0.7984,0.8800,,0.8591,0.8691,0.9867,,10.37,13.07,15.83,0.9196,13.1751,1.3591,3.1266,1.6878,10.4591,15.8953,0.9422,,./results/res_hfc_2048_64_-27.0_0.3_0.02.log
108,hfc,2048,64,0.02,-27,0.5,,0.8132,0.9024,0.8916,0.8970,,0.8249,0.9329,0.8807,0.9038,,0.8248,0.9355,0.8788,0.9011,,0.7473,0.9147,0.8033,,0.7857,0.8800,0.8800,,0.9026,0.9138,0.9867,,9.71,12.57,15.30,0.9307,12.6575,1.4075,2.7310,1.5733,9.8191,15.4491,0.9439,,./results/res_hfc_2048_64_-27.0_0.5_0.02.log
109,hfc,2048,64,0.02,-27,0.6,,0.8311,0.9230,0.8931,0.9078,,0.8409,0.9462,0.8853,0.9134,,0.8378,0.9452,0.8822,0.9092,,0.7633,0.9324,0.8080,,0.7948,0.8937,0.8778,,0.9331,0.9429,0.9889,,10.23,12.31,14.99,0.9342,12.4225,1.4186,2.3483,1.4813,9.5515,15.2258,0.9473,,./results/res_hfc_2048_64_-27.0_0.6_0.02.log
110,energy,64,64,0.02,-30,1.5,,0.3491,0.3629,0.9014,0.5175,,0.4710,0.4879,0.9159,0.6185,,0.5249,0.5495,0.9108,0.6548,,0.2680,0.2837,0.8290,,0.3179,0.3273,0.9178,,0.5315,0.5457,0.9534,,2.61,5.27,7.96,0.9390,5.4371,1.4387,2.5361,1.4826,2.3873,8.1420,0.9594,,./results/res_energy_64_64_-30.0_1.5_0.02.log
111,energy,64,64,0.02,-30,3,,0.7853,0.8726,0.8870,0.8798,,0.8218,0.8950,0.9049,0.8999,,0.8172,0.8940,0.8986,0.8952,,0.7362,0.8531,0.8431,,0.7913,0.8739,0.8933,,0.8270,0.8889,0.9224,,2.13,4.06,6.42,0.9499,4.1394,1.1823,1.7041,1.1471,1.6460,6.3751,0.9677,,./results/res_energy_64_64_-30.0_3.0_0.02.log
112,energy,64,64,0.02,-30,2.5,,0.6878,0.7522,0.8893,0.8150,,0.7312,0.7850,0.9073,0.8413,,0.7411,0.7990,0.9023,0.8420,,0.6452,0.7500,0.8220,,0.6689,0.7240,0.8978,,0.7487,0.7831,0.9446,,2.70,4.60,6.84,0.9433,4.7119,1.2148,1.8299,1.2409,2.1399,6.9992,0.9639,,./results/res_energy_64_64_-30.0_2.5_0.02.log
113,energy,64,64,0.02,-30,3.5,,0.7962,0.9124,0.8622,0.8866,,0.8362,0.9300,0.8871,0.9080,,0.8330,0.9301,0.8827,0.9051,,0.7363,0.8813,0.8173,,0.8017,0.9194,0.8622,,0.8500,0.9336,0.9047,,1.45,3.30,5.44,0.9485,3.3597,1.1241,1.5094,1.1170,0.9847,5.4811,0.9648,,./results/res_energy_64_64_-30.0_3.5_0.02.log
114,energy,64,64,0.02,-25,2.5,,0.7407,0.8460,0.8562,0.8510,,0.7592,0.8575,0.8673,0.8624,,0.7650,0.8732,0.8614,0.8607,,0.6386,0.8383,0.7283,,0.7261,0.8234,0.8600,,0.8524,0.8728,0.9734,,2.70,4.54,6.74,0.9543,4.6729,1.1456,1.6103,1.1392,2.2609,6.8433,0.9641,,./results/res_energy_64_64_-25.0_2.5_0.02.log
115,energy,64,64,0.02,-25,2.8,,0.7864,0.9120,0.8509,0.8804,,0.8045,0.9211,0.8628,0.8910,,0.7936,0.9186,0.8498,0.8792,,0.6746,0.9014,0.7283,,0.7702,0.8925,0.8489,,0.9104,0.9378,0.9690,,2.37,4.26,6.46,0.9540,4.4091,1.0985,1.4982,1.1036,2.0977,6.4919,0.9654,,./results/res_energy_64_64_-25.0_2.8_0.02.log
